Conflict ID,Person ID,Activity 1,Activity 2,Location 1,Location 2,Start Time 1,End Time 1,Start Time 2,End Time 2,Overlap Start,Overlap End,Overlap Duration (minutes),Conflict Type,Severity
1602,P027,Tech Sharing,Product Demo,Office Area 1,Conference Room B,2025-11-17 14:30,2025-11-17 14:45,2025-11-17 14:43,2025-11-17 15:03,2025-11-17 14:43,2025-11-17 14:45,2.00,partial_overlap,Low
1603,P027,Project Discussion,Operations Check,Client Reception,Office Area 2,2025-11-19 11:00,2025-11-19 11:45,2025-11-19 11:15,2025-11-19 12:00,2025-11-19 11:15,2025-11-19 11:45,30.00,partial_overlap,Medium
1604,P027,Project Discussion,Brainstorming,Demo Hall,Demo Hall,2025-11-20 13:00,2025-11-20 13:15,2025-11-20 13:08,2025-11-20 13:47,2025-11-20 13:08,2025-11-20 13:15,7.00,partial_overlap,Low
1605,P027,Meeting,Meeting,Office Area 2,Conference Room C,2025-11-19 10:15,2025-11-19 10:30,2025-11-19 10:15,2025-11-19 10:45,2025-11-19 10:15,2025-11-19 10:30,15.00,containment,Medium
1606,P027,One-on-One,Design Review,Office Area 1,Remote,2025-11-21 14:45,2025-11-21 15:00,2025-11-21 14:30,2025-11-21 15:15,2025-11-21 14:45,2025-11-21 15:00,15.00,containment,Medium
1607,P027,One-on-One,One-on-One,Office Area 1,Office Area 2,2025-11-21 14:45,2025-11-21 15:00,2025-11-21 14:52,2025-11-21 15:31,2025-11-21 14:52,2025-11-21 15:00,8.00,partial_overlap,Low
1608,P027,Product Demo,Team Building,Conference Room B,Remote,2025-11-16 15:15,2025-11-16 16:00,2025-11-16 15:26,2025-11-16 16:09,2025-11-16 15:26,2025-11-16 16:00,34.00,partial_overlap,Medium
1609,P027,Design Review,One-on-One,Remote,Office Area 2,2025-11-21 14:30,2025-11-21 15:15,2025-11-21 14:52,2025-11-21 15:31,2025-11-21 14:52,2025-11-21 15:15,23.00,partial_overlap,Medium
1610,P027,Code Review,One-on-One,R&D Center,Break Room,2025-11-22 17:00,2025-11-22 17:15,2025-11-22 17:12,2025-11-22 17:41,2025-11-22 17:12,2025-11-22 17:15,3.00,partial_overlap,Low
1611,P028,Tech Sharing,Testing Acceptance,Conference Room B,Test Lab,2025-11-08 18:30,2025-11-08 19:30,2025-11-08 18:30,2025-11-08 19:00,2025-11-08 18:30,2025-11-08 19:00,30.00,containment,Medium
1612,P028,Design Review,Code Review,Client Reception,Break Room,2025-11-12 18:00,2025-11-12 18:30,2025-11-12 17:45,2025-11-12 18:45,2025-11-12 18:00,2025-11-12 18:30,30.00,containment,Medium
1613,P028,Operations Check,Meeting,Break Room,Cafe,2025-11-13 16:30,2025-11-13 17:30,2025-11-13 16:45,2025-11-13 17:15,2025-11-13 16:45,2025-11-13 17:15,30.00,containment,Medium
1614,P028,Operations Check,Client Visit,Break Room,Remote,2025-11-13 16:30,2025-11-13 17:30,2025-11-13 17:15,2025-11-13 17:30,2025-11-13 17:15,2025-11-13 17:30,15.00,containment,Medium
1615,P028,Tech Sharing,Brainstorming,Conference Room B,Remote,2025-11-13 12:15,2025-11-13 13:15,2025-11-13 13:00,2025-11-13 13:30,2025-11-13 13:00,2025-11-13 13:15,15.00,partial_overlap,Medium
1616,P028,Testing Acceptance,Design Review,Office Area 2,Demo Hall,2025-11-16 18:00,2025-11-16 18:30,2025-11-16 18:15,2025-11-16 18:45,2025-11-16 18:15,2025-11-16 18:30,15.00,partial_overlap,Medium
1617,P028,Brainstorming,Testing Acceptance,Conference Room A,Client Reception,2025-11-16 16:45,2025-11-16 17:15,2025-11-16 16:57,2025-11-16 17:23,2025-11-16 16:57,2025-11-16 17:15,18.00,partial_overlap,Medium
1618,P028,Design Review,Deployment,Test Lab,Demo Hall,2025-11-16 15:00,2025-11-16 15:15,2025-11-16 14:30,2025-11-16 15:15,2025-11-16 15:00,2025-11-16 15:15,15.00,containment,Medium
1619,P028,Product Demo,Testing Acceptance,Conference Room A,Test Lab,2025-11-19 11:30,2025-11-19 12:00,2025-11-19 11:45,2025-11-19 12:00,2025-11-19 11:45,2025-11-19 12:00,15.00,containment,Medium
1620,P028,Design Review,Client Visit,Conference Room C,Online Meeting,2025-11-18 11:00,2025-11-18 11:45,2025-11-18 11:19,2025-11-18 12:12,2025-11-18 11:19,2025-11-18 11:45,26.00,partial_overlap,Medium
1621,P028,Deployment,One-on-One,Product Showcase,Conference Room A,2025-11-21 09:15,2025-11-21 09:45,2025-11-21 09:30,2025-11-21 10:15,2025-11-21 09:30,2025-11-21 09:45,15.00,partial_overlap,Medium
1622,P028,Tech Sharing,Testing Acceptance,Office Area 2,Product Showcase,2025-11-17 17:45,2025-11-17 18:15,2025-11-17 18:00,2025-11-17 18:15,2025-11-17 18:00,2025-11-17 18:15,15.00,containment,Medium
1623,P028,Tech Sharing,Client Visit,Office Area 2,Office Area 2,2025-11-17 17:45,2025-11-17 18:15,2025-11-17 18:12,2025-11-17 19:11,2025-11-17 18:12,2025-11-17 18:15,3.00,partial_overlap,Low
1624,P028,Testing Acceptance,Client Visit,Product Showcase,Office Area 2,2025-11-17 18:00,2025-11-17 18:15,2025-11-17 18:12,2025-11-17 19:11,2025-11-17 18:12,2025-11-17 18:15,3.00,partial_overlap,Low
1625,P028,Requirements Analysis,Product Demo,Training Room,Remote,2025-11-21 12:15,2025-11-21 12:30,2025-11-21 12:15,2025-11-21 12:30,2025-11-21 12:15,2025-11-21 12:30,15.00,containment,Medium
1626,P028,Testing Acceptance,Deployment,Break Room,R&D Center,2025-11-21 18:30,2025-11-21 18:45,2025-11-21 18:35,2025-11-21 19:22,2025-11-21 18:35,2025-11-21 18:45,10.00,partial_overlap,Low
1627,P028,Client Visit,Design Review,Conference Room A,Conference Room A,2025-11-22 17:15,2025-11-22 17:45,2025-11-22 17:30,2025-11-22 17:45,2025-11-22 17:30,2025-11-22 17:45,15.00,containment,Medium
1628,P028,Code Review,Operations Check,Cafe,Conference Room A,2025-11-20 16:45,2025-11-20 17:15,2025-11-20 17:03,2025-11-20 17:18,2025-11-20 17:03,2025-11-20 17:15,12.00,partial_overlap,Low
1629,P028,Client Visit,One-on-One,Break Room,Product Showcase,2025-11-13 17:38,2025-11-13 17:58,2025-11-13 17:39,2025-11-13 17:54,2025-11-13 17:39,2025-11-13 17:54,15.00,containment,Medium
1630,P028,Deployment,Team Building,R&D Center,Office Area 1,2025-11-21 18:35,2025-11-21 19:22,2025-11-21 18:55,2025-11-21 19:24,2025-11-21 18:55,2025-11-21 19:22,27.00,partial_overlap,Medium
1631,P029,Product Demo,Project Discussion,Demo Hall,R&D Center,2025-11-04 17:15,2025-11-04 18:00,2025-11-04 16:30,2025-11-04 17:30,2025-11-04 17:15,2025-11-04 17:30,15.00,partial_overlap,Medium
1632,P029,Product Demo,Design Review,Demo Hall,Break Room,2025-11-04 17:15,2025-11-04 18:00,2025-11-04 17:30,2025-11-04 18:30,2025-11-04 17:30,2025-11-04 18:00,30.00,partial_overlap,Medium
1633,P029,Team Building,Project Discussion,Cafe,R&D Center,2025-11-04 15:30,2025-11-04 17:00,2025-11-04 16:30,2025-11-04 17:30,2025-11-04 16:30,2025-11-04 17:00,30.00,partial_overlap,Medium
1634,P029,Team Building,Team Building,Cafe,Remote,2025-11-04 15:30,2025-11-04 17:00,2025-11-04 15:56,2025-11-04 16:38,2025-11-04 15:56,2025-11-04 16:38,42.00,containment,Medium
1635,P029,Team Building,Operations Check,Cafe,Remote,2025-11-04 15:30,2025-11-04 17:00,2025-11-04 15:47,2025-11-04 16:18,2025-11-04 15:47,2025-11-04 16:18,31.00,containment,Medium
1636,P029,Training,Team Building,Training Room,Office Area 1,2025-11-07 13:45,2025-11-07 14:45,2025-11-07 13:00,2025-11-07 14:00,2025-11-07 13:45,2025-11-07 14:00,15.00,partial_overlap,Medium
1637,P029,Training,Product Demo,Cafe,Online Meeting,2025-11-07 08:00,2025-11-07 08:30,2025-11-07 08:13,2025-11-07 08:28,2025-11-07 08:13,2025-11-07 08:28,15.00,containment,Medium
1638,P029,Project Discussion,Team Building,R&D Center,Remote,2025-11-04 16:30,2025-11-04 17:30,2025-11-04 15:56,2025-11-04 16:38,2025-11-04 16:30,2025-11-04 16:38,8.00,partial_overlap,Low
1639,P029,Team Building,Operations Check,Remote,Remote,2025-11-04 15:56,2025-11-04 16:38,2025-11-04 15:47,2025-11-04 16:18,2025-11-04 15:56,2025-11-04 16:18,22.00,partial_overlap,Medium
1640,P029,One-on-One,Deployment,Break Room,Break Room,2025-11-09 10:15,2025-11-09 10:45,2025-11-09 10:30,2025-11-09 11:15,2025-11-09 10:30,2025-11-09 10:45,15.00,partial_overlap,Medium
1641,P029,Testing Acceptance,Brainstorming,Demo Hall,Conference Room B,2025-11-11 17:45,2025-11-11 18:15,2025-11-11 17:50,2025-11-11 18:16,2025-11-11 17:50,2025-11-11 18:15,25.00,partial_overlap,Medium
1642,P029,Code Review,Team Building,Cafe,Conference Room A,2025-11-10 08:30,2025-11-10 09:00,2025-11-10 08:38,2025-11-10 08:55,2025-11-10 08:38,2025-11-10 08:55,17.00,containment,Medium
1643,P029,Code Review,Design Review,Cafe,Client Reception,2025-11-10 08:30,2025-11-10 09:00,2025-11-10 08:45,2025-11-10 09:24,2025-11-10 08:45,2025-11-10 09:00,15.00,partial_overlap,Medium
1644,P029,Testing Acceptance,Operations Check,Office Area 2,Office Area 1,2025-11-12 16:45,2025-11-12 17:45,2025-11-12 17:00,2025-11-12 17:45,2025-11-12 17:00,2025-11-12 17:45,45.00,containment,Medium
1645,P029,Requirements Analysis,Brainstorming,Conference Room A,Conference Room C,2025-11-15 16:45,2025-11-15 17:15,2025-11-15 16:54,2025-11-15 17:18,2025-11-15 16:54,2025-11-15 17:15,21.00,partial_overlap,Medium
1646,P029,Design Review,Tech Sharing,Product Showcase,Conference Room C,2025-11-14 09:00,2025-11-14 09:30,2025-11-14 08:30,2025-11-14 09:15,2025-11-14 09:00,2025-11-14 09:15,15.00,partial_overlap,Medium
1647,P029,Team Building,Design Review,Conference Room A,Client Reception,2025-11-10 08:38,2025-11-10 08:55,2025-11-10 08:45,2025-11-10 09:24,2025-11-10 08:45,2025-11-10 08:55,10.00,partial_overlap,Low
1648,P029,Brainstorming,Deployment,Product Showcase,Demo Hall,2025-11-16 15:00,2025-11-16 15:45,2025-11-16 15:08,2025-11-16 15:30,2025-11-16 15:08,2025-11-16 15:30,22.00,containment,Medium
1649,P029,Team Building,Project Discussion,Remote,Online Meeting,2025-11-19 12:00,2025-11-19 12:15,2025-11-19 12:00,2025-11-19 12:30,2025-11-19 12:00,2025-11-19 12:15,15.00,containment,Medium
1650,P029,Testing Acceptance,Operations Check,Office Area 1,Cafe,2025-11-20 16:30,2025-11-20 17:00,2025-11-20 15:54,2025-11-20 16:36,2025-11-20 16:30,2025-11-20 16:36,6.00,partial_overlap,Low
1651,P029,Operations Check,Training,Demo Hall,Remote,2025-11-21 18:15,2025-11-21 18:30,2025-11-21 17:25,2025-11-21 18:22,2025-11-21 18:15,2025-11-21 18:22,7.00,partial_overlap,Low
1652,P029,Tech Sharing,Brainstorming,Conference Room A,Online Meeting,2025-11-16 10:30,2025-11-16 11:00,2025-11-16 10:00,2025-11-16 10:45,2025-11-16 10:30,2025-11-16 10:45,15.00,partial_overlap,Medium
1653,P029,Tech Sharing,Product Demo,Conference Room A,Break Room,2025-11-16 10:30,2025-11-16 11:00,2025-11-16 10:15,2025-11-16 11:00,2025-11-16 10:30,2025-11-16 11:00,30.00,containment,Medium
1654,P029,Tech Sharing,Design Review,Conference Room A,Test Lab,2025-11-16 10:30,2025-11-16 11:00,2025-11-16 10:09,2025-11-16 10:59,2025-11-16 10:30,2025-11-16 10:59,29.00,partial_overlap,Medium
1655,P029,Brainstorming,Product Demo,Online Meeting,Break Room,2025-11-16 10:00,2025-11-16 10:45,2025-11-16 10:15,2025-11-16 11:00,2025-11-16 10:15,2025-11-16 10:45,30.00,partial_overlap,Medium
1656,P029,Brainstorming,Design Review,Online Meeting,Test Lab,2025-11-16 10:00,2025-11-16 10:45,2025-11-16 10:09,2025-11-16 10:59,2025-11-16 10:09,2025-11-16 10:45,36.00,partial_overlap,Medium
1657,P029,Code Review,Training,Client Reception,Remote,2025-11-21 17:15,2025-11-21 17:45,2025-11-21 17:25,2025-11-21 18:22,2025-11-21 17:25,2025-11-21 17:45,20.00,partial_overlap,Medium
1658,P029,Product Demo,Design Review,Break Room,Test Lab,2025-11-16 10:15,2025-11-16 11:00,2025-11-16 10:09,2025-11-16 10:59,2025-11-16 10:15,2025-11-16 10:59,44.00,partial_overlap,Medium
1659,P029,Tech Sharing,Design Review,Office Area 1,Office Area 1,2025-11-20 09:00,2025-11-20 09:30,2025-11-20 08:45,2025-11-20 09:30,2025-11-20 09:00,2025-11-20 09:30,30.00,containment,Medium
1660,P029,Code Review,Operations Check,Product Showcase,Cafe,2025-11-20 15:45,2025-11-20 16:30,2025-11-20 15:54,2025-11-20 16:36,2025-11-20 15:54,2025-11-20 16:30,36.00,partial_overlap,Medium
1661,P029,Operations Check,One-on-One,Office Area 2,Conference Room A,2025-11-22 16:00,2025-11-22 16:30,2025-11-22 16:21,2025-11-22 17:07,2025-11-22 16:21,2025-11-22 16:30,9.00,partial_overlap,Low
1662,P029,Operations Check,Operations Check,Office Area 2,Demo Hall,2025-11-22 16:00,2025-11-22 16:30,2025-11-22 16:28,2025-11-22 17:04,2025-11-22 16:28,2025-11-22 16:30,2.00,partial_overlap,Low
1663,P029,One-on-One,Operations Check,Conference Room A,Demo Hall,2025-11-22 16:21,2025-11-22 17:07,2025-11-22 16:28,2025-11-22 17:04,2025-11-22 16:28,2025-11-22 17:04,36.00,containment,Medium
1664,P030,Tech Sharing,Testing Acceptance,Conference Room A,Conference Room B,2025-11-05 17:00,2025-11-05 17:30,2025-11-05 17:08,2025-11-05 17:36,2025-11-05 17:08,2025-11-05 17:30,22.00,partial_overlap,Medium
1665,P030,Design Review,Requirements Analysis,Office Area 2,Training Room,2025-11-07 14:45,2025-11-07 15:45,2025-11-07 14:30,2025-11-07 15:30,2025-11-07 14:45,2025-11-07 15:30,45.00,partial_overlap,Medium
1666,P030,Team Building,Requirements Analysis,Demo Hall,Cafe,2025-11-08 16:00,2025-11-08 17:30,2025-11-08 16:16,2025-11-08 17:14,2025-11-08 16:16,2025-11-08 17:14,58.00,containment,Medium
1667,P030,Team Building,Design Review,Demo Hall,Office Area 2,2025-11-08 16:00,2025-11-08 17:30,2025-11-08 16:00,2025-11-08 16:30,2025-11-08 16:00,2025-11-08 16:30,30.00,containment,Medium
1668,P030,Requirements Analysis,Design Review,Cafe,Office Area 2,2025-11-08 16:16,2025-11-08 17:14,2025-11-08 16:00,2025-11-08 16:30,2025-11-08 16:16,2025-11-08 16:30,14.00,partial_overlap,Low
1669,P030,Design Review,Requirements Analysis,Cafe,Break Room,2025-11-09 13:30,2025-11-09 14:15,2025-11-09 13:45,2025-11-09 14:45,2025-11-09 13:45,2025-11-09 14:15,30.00,partial_overlap,Medium
1670,P030,Training,Design Review,Demo Hall,Remote,2025-11-05 15:45,2025-11-05 16:15,2025-11-05 16:08,2025-11-05 16:56,2025-11-05 16:08,2025-11-05 16:15,7.00,partial_overlap,Low
1671,P030,Project Discussion,Tech Sharing,Office Area 2,Product Showcase,2025-11-13 16:45,2025-11-13 17:45,2025-11-13 17:30,2025-11-13 18:30,2025-11-13 17:30,2025-11-13 17:45,15.00,partial_overlap,Medium
1672,P030,Project Discussion,Design Review,Office Area 2,Cafe,2025-11-13 16:45,2025-11-13 17:45,2025-11-13 17:08,2025-11-13 17:59,2025-11-13 17:08,2025-11-13 17:45,37.00,partial_overlap,Medium
1673,P030,Training,One-on-One,R&D Center,Online Meeting,2025-11-11 14:15,2025-11-11 15:15,2025-11-11 14:30,2025-11-11 15:00,2025-11-11 14:30,2025-11-11 15:00,30.00,containment,Medium
1674,P030,Team Building,Brainstorming,Product Showcase,Conference Room B,2025-11-12 16:30,2025-11-12 17:15,2025-11-12 16:30,2025-11-12 17:30,2025-11-12 16:30,2025-11-12 17:15,45.00,containment,Medium
1675,P030,Tech Sharing,Design Review,Product Showcase,Cafe,2025-11-13 17:30,2025-11-13 18:30,2025-11-13 17:08,2025-11-13 17:59,2025-11-13 17:30,2025-11-13 17:59,29.00,partial_overlap,Medium
1676,P030,Design Review,Training,Cafe,Conference Room C,2025-11-13 09:30,2025-11-13 10:00,2025-11-13 09:50,2025-11-13 10:40,2025-11-13 09:50,2025-11-13 10:00,10.00,partial_overlap,Low
1677,P030,Design Review,Project Discussion,Cafe,Office Area 2,2025-11-13 09:30,2025-11-13 10:00,2025-11-13 09:39,2025-11-13 10:39,2025-11-13 09:39,2025-11-13 10:00,21.00,partial_overlap,Medium
1678,P030,Training,Project Discussion,Conference Room C,Office Area 2,2025-11-13 09:50,2025-11-13 10:40,2025-11-13 09:39,2025-11-13 10:39,2025-11-13 09:50,2025-11-13 10:39,49.00,partial_overlap,Medium
1679,P030,Code Review,Training,Office Area 1,Training Room,2025-11-17 15:30,2025-11-17 15:45,2025-11-17 15:30,2025-11-17 16:15,2025-11-17 15:30,2025-11-17 15:45,15.00,containment,Medium
1680,P030,Deployment,Design Review,Conference Room B,Online Meeting,2025-11-17 09:30,2025-11-17 09:45,2025-11-17 09:30,2025-11-17 10:00,2025-11-17 09:30,2025-11-17 09:45,15.00,containment,Medium
1681,P030,Training,One-on-One,Training Room,Demo Hall,2025-11-17 15:30,2025-11-17 16:15,2025-11-17 15:59,2025-11-17 16:33,2025-11-17 15:59,2025-11-17 16:15,16.00,partial_overlap,Medium
1682,P030,Tech Sharing,Operations Check,R&D Center,Conference Room B,2025-11-20 09:00,2025-11-20 09:30,2025-11-20 09:11,2025-11-20 09:28,2025-11-20 09:11,2025-11-20 09:28,17.00,containment,Medium
1683,P030,Tech Sharing,Product Demo,Training Room,Product Showcase,2025-11-17 18:15,2025-11-17 18:45,2025-11-17 18:15,2025-11-17 18:45,2025-11-17 18:15,2025-11-17 18:45,30.00,containment,Medium
1684,P030,Design Review,Training,Demo Hall,Office Area 1,2025-11-23 08:45,2025-11-23 09:00,2025-11-23 08:56,2025-11-23 09:41,2025-11-23 08:56,2025-11-23 09:00,4.00,partial_overlap,Low
1685,P030,Product Demo,Brainstorming,Conference Room C,Conference Room C,2025-11-18 18:30,2025-11-18 18:45,2025-11-18 18:30,2025-11-18 19:15,2025-11-18 18:30,2025-11-18 18:45,15.00,containment,Medium
1686,P030,Code Review,Meeting,Office Area 1,Remote,2025-11-24 10:00,2025-11-24 10:45,2025-11-24 10:15,2025-11-24 10:45,2025-11-24 10:15,2025-11-24 10:45,30.00,containment,Medium
1687,P031,Deployment,Operations Check,Office Area 2,Cafe,2025-11-01 15:45,2025-11-01 16:15,2025-11-01 16:00,2025-11-01 17:30,2025-11-01 16:00,2025-11-01 16:15,15.00,partial_overlap,Medium
1688,P031,Operations Check,Design Review,Online Meeting,Office Area 1,2025-10-30 11:15,2025-10-30 12:00,2025-10-30 11:39,2025-10-30 12:25,2025-10-30 11:39,2025-10-30 12:00,21.00,partial_overlap,Medium
1689,P031,Testing Acceptance,Deployment,Conference Room B,Training Room,2025-11-08 10:45,2025-11-08 11:45,2025-11-08 11:30,2025-11-08 12:15,2025-11-08 11:30,2025-11-08 11:45,15.00,partial_overlap,Medium
1690,P031,Team Building,Code Review,Office Area 1,Product Showcase,2025-11-07 16:00,2025-11-07 17:00,2025-11-07 16:10,2025-11-07 16:52,2025-11-07 16:10,2025-11-07 16:52,42.00,containment,Medium
1691,P031,Code Review,Testing Acceptance,Remote,Test Lab,2025-11-10 08:30,2025-11-10 09:15,2025-11-10 08:15,2025-11-10 09:15,2025-11-10 08:30,2025-11-10 09:15,45.00,containment,Medium
1692,P031,Client Visit,Requirements Analysis,Remote,Conference Room C,2025-11-10 14:15,2025-11-10 15:00,2025-11-10 13:45,2025-11-10 14:30,2025-11-10 14:15,2025-11-10 14:30,15.00,partial_overlap,Medium
1693,P031,Tech Sharing,Client Visit,R&D Center,Office Area 1,2025-11-07 10:45,2025-11-07 11:15,2025-11-07 11:09,2025-11-07 11:57,2025-11-07 11:09,2025-11-07 11:15,6.00,partial_overlap,Low
1694,P031,One-on-One,Brainstorming,Remote,Client Reception,2025-11-05 16:15,2025-11-05 17:00,2025-11-05 16:42,2025-11-05 17:00,2025-11-05 16:42,2025-11-05 17:00,18.00,containment,Medium
1695,P031,Project Discussion,Requirements Analysis,Remote,Conference Room C,2025-11-08 09:30,2025-11-08 10:30,2025-11-08 09:36,2025-11-08 09:59,2025-11-08 09:36,2025-11-08 09:59,23.00,containment,Medium
1696,P031,Code Review,Product Demo,Conference Room A,Conference Room A,2025-11-12 09:30,2025-11-12 10:00,2025-11-12 09:15,2025-11-12 09:45,2025-11-12 09:30,2025-11-12 09:45,15.00,partial_overlap,Medium
1697,P031,Deployment,Brainstorming,Conference Room B,Test Lab,2025-11-16 15:00,2025-11-16 15:30,2025-11-16 15:00,2025-11-16 15:15,2025-11-16 15:00,2025-11-16 15:15,15.00,containment,Medium
1698,P031,Project Discussion,Product Demo,Cafe,Office Area 2,2025-11-10 10:45,2025-11-10 11:45,2025-11-10 11:13,2025-11-10 11:49,2025-11-10 11:13,2025-11-10 11:45,32.00,partial_overlap,Medium
1699,P031,Brainstorming,Project Discussion,Conference Room B,Conference Room A,2025-11-15 18:00,2025-11-15 19:00,2025-11-15 18:14,2025-11-15 18:49,2025-11-15 18:14,2025-11-15 18:49,35.00,containment,Medium
1700,P031,Tech Sharing,Tech Sharing,Office Area 1,R&D Center,2025-11-19 10:30,2025-11-19 11:15,2025-11-19 10:45,2025-11-19 11:30,2025-11-19 10:45,2025-11-19 11:15,30.00,partial_overlap,Medium
1701,P031,Tech Sharing,Requirements Analysis,Conference Room A,Demo Hall,2025-11-21 09:15,2025-11-21 10:00,2025-11-21 09:00,2025-11-21 09:45,2025-11-21 09:15,2025-11-21 09:45,30.00,partial_overlap,Medium
1702,P031,Testing Acceptance,Requirements Analysis,Online Meeting,Conference Room A,2025-11-20 17:30,2025-11-20 18:15,2025-11-20 17:45,2025-11-20 18:30,2025-11-20 17:45,2025-11-20 18:15,30.00,partial_overlap,Medium
1703,P031,Code Review,Tech Sharing,Test Lab,Client Reception,2025-11-24 15:45,2025-11-24 16:30,2025-11-24 15:57,2025-11-24 16:38,2025-11-24 15:57,2025-11-24 16:30,33.00,partial_overlap,Medium
1704,P031,Deployment,Code Review,Online Meeting,Product Showcase,2025-11-22 09:15,2025-11-22 10:00,2025-11-22 09:37,2025-11-22 10:31,2025-11-22 09:37,2025-11-22 10:00,23.00,partial_overlap,Medium
1705,P032,Client Visit,Team Building,Office Area 2,Office Area 1,2025-11-01 12:30,2025-11-01 13:15,2025-11-01 12:30,2025-11-01 13:15,2025-11-01 12:30,2025-11-01 13:15,45.00,containment,Medium
1706,P032,Client Visit,Code Review,Office Area 2,Remote,2025-11-01 12:30,2025-11-01 13:15,2025-11-01 12:54,2025-11-01 13:14,2025-11-01 12:54,2025-11-01 13:14,20.00,containment,Medium
1707,P032,Requirements Analysis,Project Discussion,Break Room,Conference Room B,2025-11-02 17:30,2025-11-02 18:15,2025-11-02 17:53,2025-11-02 18:16,2025-11-02 17:53,2025-11-02 18:15,22.00,partial_overlap,Medium
1708,P032,Team Building,Code Review,Office Area 1,Remote,2025-11-01 12:30,2025-11-01 13:15,2025-11-01 12:54,2025-11-01 13:14,2025-11-01 12:54,2025-11-01 13:14,20.00,containment,Medium
1709,P032,Operations Check,Operations Check,Cafe,Conference Room B,2025-11-02 13:15,2025-11-02 14:45,2025-11-02 14:15,2025-11-02 15:15,2025-11-02 14:15,2025-11-02 14:45,30.00,partial_overlap,Medium
1710,P032,Team Building,Team Building,Demo Hall,Office Area 1,2025-11-09 13:30,2025-11-09 14:15,2025-11-09 13:30,2025-11-09 14:30,2025-11-09 13:30,2025-11-09 14:15,45.00,containment,Medium
1711,P032,Deployment,Tech Sharing,Training Room,Office Area 1,2025-11-11 12:30,2025-11-11 13:00,2025-11-11 12:59,2025-11-11 13:35,2025-11-11 12:59,2025-11-11 13:00,1.00,partial_overlap,Low
1712,P032,Brainstorming,Testing Acceptance,Online Meeting,Demo Hall,2025-11-08 15:00,2025-11-08 16:00,2025-11-08 15:22,2025-11-08 16:16,2025-11-08 15:22,2025-11-08 16:00,38.00,partial_overlap,Medium
1713,P032,Brainstorming,Tech Sharing,R&D Center,Test Lab,2025-11-10 18:15,2025-11-10 19:15,2025-11-10 18:32,2025-11-10 18:59,2025-11-10 18:32,2025-11-10 18:59,27.00,containment,Medium
1714,P032,Testing Acceptance,Design Review,Test Lab,Conference Room B,2025-11-10 10:30,2025-11-10 11:30,2025-11-10 10:15,2025-11-10 11:00,2025-11-10 10:30,2025-11-10 11:00,30.00,partial_overlap,Medium
1715,P032,Requirements Analysis,Design Review,Conference Room C,Remote,2025-11-09 10:15,2025-11-09 11:00,2025-11-09 10:44,2025-11-09 11:22,2025-11-09 10:44,2025-11-09 11:00,16.00,partial_overlap,Medium
1716,P032,Requirements Analysis,Testing Acceptance,Conference Room C,Office Area 2,2025-11-09 10:15,2025-11-09 11:00,2025-11-09 10:37,2025-11-09 10:57,2025-11-09 10:37,2025-11-09 10:57,20.00,containment,Medium
1717,P032,Deployment,Operations Check,Client Reception,Office Area 1,2025-11-12 08:30,2025-11-12 09:15,2025-11-12 08:30,2025-11-12 09:30,2025-11-12 08:30,2025-11-12 09:15,45.00,containment,Medium
1718,P032,Team Building,Client Visit,Conference Room B,Training Room,2025-11-13 13:30,2025-11-13 14:00,2025-11-13 13:40,2025-11-13 14:23,2025-11-13 13:40,2025-11-13 14:00,20.00,partial_overlap,Medium
1719,P032,Brainstorming,One-on-One,Client Reception,Conference Room C,2025-11-12 15:45,2025-11-12 16:15,2025-11-12 15:45,2025-11-12 16:45,2025-11-12 15:45,2025-11-12 16:15,30.00,containment,Medium
1720,P032,Project Discussion,Project Discussion,R&D Center,Conference Room B,2025-11-16 09:00,2025-11-16 09:45,2025-11-16 08:45,2025-11-16 09:45,2025-11-16 09:00,2025-11-16 09:45,45.00,containment,Medium
1721,P032,Project Discussion,Brainstorming,R&D Center,Training Room,2025-11-16 09:00,2025-11-16 09:45,2025-11-16 09:09,2025-11-16 10:04,2025-11-16 09:09,2025-11-16 09:45,36.00,partial_overlap,Medium
1722,P032,Project Discussion,Brainstorming,Conference Room B,Training Room,2025-11-16 08:45,2025-11-16 09:45,2025-11-16 09:09,2025-11-16 10:04,2025-11-16 09:09,2025-11-16 09:45,36.00,partial_overlap,Medium
1723,P032,Requirements Analysis,Requirements Analysis,Demo Hall,Conference Room B,2025-11-14 15:45,2025-11-14 16:15,2025-11-14 15:57,2025-11-14 16:41,2025-11-14 15:57,2025-11-14 16:15,18.00,partial_overlap,Medium
1724,P032,Design Review,Testing Acceptance,Remote,Office Area 2,2025-11-09 10:44,2025-11-09 11:22,2025-11-09 10:37,2025-11-09 10:57,2025-11-09 10:44,2025-11-09 10:57,13.00,partial_overlap,Low
1725,P032,Deployment,Meeting,Demo Hall,Training Room,2025-11-19 17:15,2025-11-19 18:00,2025-11-19 17:00,2025-11-19 17:45,2025-11-19 17:15,2025-11-19 17:45,30.00,partial_overlap,Medium
1726,P032,Training,Meeting,Test Lab,Cafe,2025-11-20 09:15,2025-11-20 10:00,2025-11-20 09:22,2025-11-20 10:00,2025-11-20 09:22,2025-11-20 10:00,38.00,containment,Medium
1727,P032,Operations Check,Training,Training Room,Test Lab,2025-11-15 18:30,2025-11-15 19:00,2025-11-15 18:30,2025-11-15 18:45,2025-11-15 18:30,2025-11-15 18:45,15.00,containment,Medium
