conflict_id,person_id,activity_1,activity_2,time_interval,conflict_type,overlap_minutes,severity
1854,P036,Code Review,Brainstorming,2025-11-11 10:32 - 2025-11-11 11:15,partial overlap,43,Medium
1855,P036,Project Discussion,Requirements Analysis,2025-11-11 10:15 - 2025-11-11 10:39,partial overlap,24,Medium
1856,P036,Code Review,Requirements Analysis,2025-11-11 10:32 - 2025-11-11 11:00,partial overlap,28,Medium
1857,P036,Deployment,Tech Sharing,2025-11-17 18:00 - 2025-11-17 18:15,containment,15,Medium
1858,P036,Project Discussion,Code Review,2025-11-11 10:32 - 2025-11-11 10:39,partial overlap,7,Low
1859,P036,Operations Check,Code Review,2025-11-18 18:28 - 2025-11-18 18:45,partial overlap,17,Medium
1860,P036,Meeting,Project Discussion,2025-11-18 08:15 - 2025-11-18 08:45,partial overlap,30,Medium
1861,P036,Deployment,Testing Acceptance,2025-11-14 18:45 - 2025-11-14 19:00,partial overlap,15,Medium
1862,P036,Product Demo,Team Building,2025-11-16 18:15 - 2025-11-16 18:30,containment,15,Medium
1863,P036,One-on-One,One-on-One,2025-11-18 12:37 - 2025-11-18 12:45,partial overlap,8,Low
1864,P036,Project Discussion,Product Demo,2025-11-16 18:40 - 2025-11-16 18:45,partial overlap,5,Low
1865,P036,Tech Sharing,Tech Sharing,2025-11-20 16:30 - 2025-11-20 16:45,containment,15,Medium
1866,P036,Code Review,Project Discussion,2025-11-20 08:45 - 2025-11-20 09:15,full overlap,30,Medium
1867,P036,Project Discussion,Meeting,2025-11-17 18:36 - 2025-11-17 19:00,partial overlap,24,Medium
1868,P036,Tech Sharing,Product Demo,2025-11-22 08:20 - 2025-11-22 08:30,partial overlap,10,Low
1869,P036,Testing Acceptance,Training,2025-11-18 15:15 - 2025-11-18 15:30,partial overlap,15,Medium
1870,P036,Tech Sharing,Tech Sharing,2025-11-20 15:56 - 2025-11-20 16:15,partial overlap,19,Medium
1871,P037,Tech Sharing,Team Building,2025-11-03 16:00 - 2025-11-03 16:30,containment,30,Medium
1872,P037,Product Demo,Code Review,2025-11-02 10:21 - 2025-11-02 10:40,containment,19,Medium
1873,P037,Code Review,Code Review,2025-11-10 14:15 - 2025-11-10 14:30,partial overlap,15,Medium
1874,P037,Design Review,Code Review,2025-11-10 14:33 - 2025-11-10 15:15,partial overlap,42,Medium
1875,P037,One-on-One,Tech Sharing,2025-11-10 17:15 - 2025-11-10 17:45,partial overlap,30,Medium
1876,P037,Design Review,Brainstorming,2025-11-11 10:39 - 2025-11-11 11:15,partial overlap,36,Medium
1877,P037,Client Visit,Client Visit,2025-11-09 09:30 - 2025-11-09 09:45,partial overlap,15,Medium
1878,P037,Design Review,Tech Sharing,2025-11-11 11:15 - 2025-11-11 11:37,partial overlap,22,Medium
1879,P037,One-on-One,Code Review,2025-11-14 14:15 - 2025-11-14 14:30,containment,15,Medium
1880,P037,Product Demo,Meeting,2025-11-15 08:30 - 2025-11-15 08:45,partial overlap,15,Medium
1881,P037,Project Discussion,One-on-One,2025-11-13 12:27 - 2025-11-13 12:30,partial overlap,3,Low
1882,P037,Requirements Analysis,Deployment,2025-11-13 15:14 - 2025-11-13 15:30,partial overlap,16,Medium
1883,P037,Testing Acceptance,Training,2025-11-20 13:45 - 2025-11-20 14:00,partial overlap,15,Medium
1884,P037,Meeting,Client Visit,2025-11-19 15:15 - 2025-11-19 15:30,containment,15,Medium
1885,P037,Project Discussion,Team Building,2025-11-18 10:45 - 2025-11-18 11:00,partial overlap,15,Medium
1886,P037,Tech Sharing,One-on-One,2025-11-22 12:30 - 2025-11-22 13:00,containment,30,Medium
1887,P037,Design Review,Testing Acceptance,2025-11-20 14:10 - 2025-11-20 14:30,partial overlap,20,Medium
1888,P038,Operations Check,Code Review,2025-11-01 12:24 - 2025-11-01 13:00,partial overlap,36,Medium
1889,P038,Brainstorming,Testing Acceptance,2025-10-31 09:13 - 2025-10-31 10:03,containment,50,High
1890,P038,Design Review,Tech Sharing,2025-11-03 16:15 - 2025-11-03 16:59,containment,44,Medium
1891,P038,Team Building,Requirements Analysis,2025-11-08 14:45 - 2025-11-08 15:15,containment,30,Medium
1892,P038,Product Demo,One-on-One,2025-11-16 18:00 - 2025-11-16 18:15,containment,15,Medium
1893,P038,Training,Design Review,2025-11-13 10:54 - 2025-11-13 11:15,partial overlap,21,Medium
1894,P038,Team Building,Client Visit,2025-11-20 13:00 - 2025-11-20 13:30,partial overlap,30,Medium
1895,P038,Client Visit,Code Review,2025-11-18 09:06 - 2025-11-18 09:15,partial overlap,9,Low
1896,P038,Requirements Analysis,Code Review,2025-11-22 12:15 - 2025-11-22 12:30,partial overlap,15,Medium
1897,P038,One-on-One,Project Discussion,2025-11-25 11:00 - 2025-11-25 11:15,full overlap,15,Medium
1898,P039,Training,Project Discussion,2025-11-02 18:01 - 2025-11-02 18:29,containment,28,Medium
1899,P039,Design Review,Meeting,2025-10-31 14:09 - 2025-10-31 14:30,partial overlap,21,Medium
1900,P039,Tech Sharing,Deployment,2025-11-05 17:00 - 2025-11-05 18:00,containment,60,High
1901,P039,Deployment,Deployment,2025-11-05 17:12 - 2025-11-05 18:01,containment,49,High
1902,P039,Meeting,One-on-One,2025-11-03 08:30 - 2025-11-03 09:15,full overlap,45,High
1903,P039,Operations Check,One-on-One,2025-11-03 08:58 - 2025-11-03 09:15,partial overlap,17,Medium
1904,P039,Tech Sharing,Training,2025-11-03 15:51 - 2025-11-03 16:51,containment,60,High
1905,P039,Operations Check,Meeting,2025-11-03 08:58 - 2025-11-03 09:15,partial overlap,17,Medium
1906,P039,Tech Sharing,Deployment,2025-11-05 17:12 - 2025-11-05 18:00,partial overlap,48,High
1907,P039,Training,Project Discussion,2025-11-07 18:24 - 2025-11-07 18:45,partial overlap,21,Medium
1908,P039,Project Discussion,Code Review,2025-11-08 10:05 - 2025-11-08 10:45,partial overlap,40,Medium
1909,P039,Requirements Analysis,Testing Acceptance,2025-11-11 11:45 - 2025-11-11 12:15,containment,30,Medium
1910,P039,Meeting,Code Review,2025-11-13 13:15 - 2025-11-13 13:45,full overlap,30,Medium
1911,P039,Meeting,Code Review,2025-11-13 13:26 - 2025-11-13 13:45,partial overlap,19,Medium
1912,P039,Meeting,Meeting,2025-11-13 13:26 - 2025-11-13 13:45,partial overlap,19,Medium
1913,P039,Operations Check,Team Building,2025-11-15 13:57 - 2025-11-15 14:38,containment,41,Medium
1914,P039,Code Review,Code Review,2025-11-14 15:00 - 2025-11-14 15:30,containment,30,Medium
1915,P039,Training,Requirements Analysis,2025-11-17 17:15 - 2025-11-17 17:30,partial overlap,15,Medium
1916,P039,Code Review,Deployment,2025-11-20 17:30 - 2025-11-20 17:45,containment,15,Medium
1917,P039,Tech Sharing,Code Review,2025-11-15 15:45 - 2025-11-15 16:00,containment,15,Medium
1918,P039,Project Discussion,Product Demo,2025-11-14 08:57 - 2025-11-14 09:00,partial overlap,3,Low
1919,P039,Operations Check,Project Discussion,2025-11-16 09:15 - 2025-11-16 09:30,containment,15,Medium
1920,P039,Training,Training,2025-11-21 11:12 - 2025-11-21 11:30,partial overlap,18,Medium
1921,P040,Product Demo,Requirements Analysis,2025-10-31 15:30 - 2025-10-31 16:00,containment,30,Medium
1922,P040,Training,Requirements Analysis,2025-10-31 15:30 - 2025-10-31 16:00,full overlap,30,Medium
1923,P040,Code Review,Code Review,2025-11-04 13:42 - 2025-11-04 13:58,containment,16,Medium
1924,P040,Product Demo,Training,2025-10-31 15:30 - 2025-10-31 16:00,containment,30,Medium
1925,P040,Product Demo,Deployment,2025-11-07 17:45 - 2025-11-07 18:15,partial overlap,30,Medium
1926,P040,Product Demo,Operations Check,2025-11-03 10:41 - 2025-11-03 11:15,partial overlap,34,Medium
1927,P040,Code Review,Operations Check,2025-11-03 10:49 - 2025-11-03 11:10,containment,21,Medium
1928,P040,Testing Acceptance,Requirements Analysis,2025-11-06 13:45 - 2025-11-06 14:00,partial overlap,15,Medium
1929,P040,Code Review,Product Demo,2025-11-03 10:49 - 2025-11-03 11:10,containment,21,Medium
1930,P040,Meeting,Requirements Analysis,2025-11-10 16:45 - 2025-11-10 17:30,partial overlap,45,High
1931,P040,Team Building,Code Review,2025-11-10 14:45 - 2025-11-10 15:00,partial overlap,15,Medium
1932,P040,Meeting,Operations Check,2025-11-08 17:29 - 2025-11-08 17:45,partial overlap,16,Medium
1933,P040,Deployment,Design Review,2025-11-10 18:15 - 2025-11-10 19:00,containment,45,High
1934,P040,Team Building,Operations Check,2025-11-09 16:34 - 2025-11-09 16:57,containment,23,Medium
1935,P040,Training,One-on-One,2025-11-11 16:15 - 2025-11-11 16:30,partial overlap,15,Medium
1936,P040,Project Discussion,Client Visit,2025-11-09 10:15 - 2025-11-09 10:30,partial overlap,15,Medium
1937,P040,Tech Sharing,Client Visit,2025-11-09 10:15 - 2025-11-09 10:38,partial overlap,23,Medium
1938,P040,Team Building,Client Visit,2025-11-09 10:26 - 2025-11-09 10:45,partial overlap,19,Medium
1939,P040,Operations Check,Deployment,2025-11-15 10:00 - 2025-11-15 10:15,partial overlap,15,Medium
1940,P040,Operations Check,Deployment,2025-11-15 10:07 - 2025-11-15 10:31,containment,24,Medium
1941,P040,Testing Acceptance,Deployment,2025-11-15 08:41 - 2025-11-15 09:30,partial overlap,49,High
1942,P040,Project Discussion,Product Demo,2025-11-15 08:00 - 2025-11-15 08:15,containment,15,Medium
1943,P040,Tech Sharing,Project Discussion,2025-11-09 10:10 - 2025-11-09 10:30,partial overlap,20,Medium
1944,P040,Team Building,Project Discussion,2025-11-09 10:26 - 2025-11-09 10:30,partial overlap,4,Low
1945,P040,Operations Check,Product Demo,2025-11-15 18:30 - 2025-11-15 19:00,partial overlap,30,Medium
1946,P040,Tech Sharing,Team Building,2025-11-09 10:26 - 2025-11-09 10:38,partial overlap,12,Low
1947,P040,Operations Check,Operations Check,2025-11-15 10:07 - 2025-11-15 10:15,partial overlap,8,Low
1948,P040,One-on-One,Requirements Analysis,2025-11-18 08:30 - 2025-11-18 09:00,partial overlap,30,Medium
1949,P040,Tech Sharing,Project Discussion,2025-11-16 12:54 - 2025-11-16 13:00,partial overlap,6,Low
1950,P040,Brainstorming,Training,2025-11-18 13:00 - 2025-11-18 13:15,partial overlap,15,Medium
1951,P040,Code Review,Brainstorming,2025-11-17 11:24 - 2025-11-17 12:00,partial overlap,36,Medium
1952,P040,Tech Sharing,Brainstorming,2025-11-17 11:24 - 2025-11-17 11:46,containment,22,Medium
1953,P040,Brainstorming,Training,2025-11-20 11:30 - 2025-11-20 11:45,containment,15,Medium
1954,P040,Project Discussion,Code Review,2025-11-18 15:30 - 2025-11-18 15:45,partial overlap,15,Medium
1955,P040,Project Discussion,Deployment,2025-11-19 15:23 - 2025-11-19 15:30,partial overlap,7,Low
1956,P040,Tech Sharing,Code Review,2025-11-17 11:24 - 2025-11-17 11:46,containment,22,Medium
1957,P041,Product Demo,Code Review,2025-11-04 11:00 - 2025-11-04 11:15,partial overlap,15,Medium
1958,P041,Training,Code Review,2025-11-04 11:00 - 2025-11-04 11:30,partial overlap,30,Medium
1959,P041,Project Discussion,Code Review,2025-11-04 11:26 - 2025-11-04 12:07,containment,41,Medium
1960,P041,Operations Check,Product Demo,2025-11-04 10:15 - 2025-11-04 10:45,containment,30,Medium
1961,P041,Training,Product Demo,2025-11-04 10:45 - 2025-11-04 11:15,partial overlap,30,Medium
1962,P041,Operations Check,Project Discussion,2025-11-07 12:08 - 2025-11-07 12:25,containment,17,Medium
1963,P041,Deployment,Project Discussion,2025-11-07 12:45 - 2025-11-07 13:15,partial overlap,30,Medium
1964,P041,Project Discussion,Training,2025-11-04 11:26 - 2025-11-04 11:30,partial overlap,4,Low
1965,P041,Design Review,Tech Sharing,2025-11-11 09:00 - 2025-11-11 09:30,containment,30,Medium
1966,P041,Team Building,Requirements Analysis,2025-11-09 15:15 - 2025-11-09 15:30,partial overlap,15,Medium
1967,P041,Requirements Analysis,Requirements Analysis,2025-11-09 15:15 - 2025-11-09 15:36,partial overlap,21,Medium
1968,P041,Deployment,Requirements Analysis,2025-11-09 15:15 - 2025-11-09 15:45,full overlap,30,Medium
1969,P041,Brainstorming,Brainstorming,2025-11-11 12:23 - 2025-11-11 12:45,partial overlap,22,Medium
1970,P041,Code Review,Brainstorming,2025-11-11 12:26 - 2025-11-11 12:45,partial overlap,19,Medium
1971,P041,Requirements Analysis,Team Building,2025-11-09 15:11 - 2025-11-09 15:30,partial overlap,19,Medium
1972,P041,Deployment,Team Building,2025-11-09 15:15 - 2025-11-09 15:30,partial overlap,15,Medium
1973,P041,Requirements Analysis,Deployment,2025-11-09 15:15 - 2025-11-09 15:36,partial overlap,21,Medium
1974,P041,Code Review,Operations Check,2025-11-15 09:45 - 2025-11-15 10:15,partial overlap,30,Medium
1975,P041,One-on-One,Team Building,2025-11-14 10:45 - 2025-11-14 11:15,partial overlap,30,Medium
1976,P041,Tech Sharing,One-on-One,2025-11-14 19:10 - 2025-11-14 19:15,partial overlap,5,Low
1977,P041,Code Review,Brainstorming,2025-11-11 12:26 - 2025-11-11 13:02,partial overlap,36,Medium
1978,P041,Deployment,Brainstorming,2025-11-16 09:07 - 2025-11-16 09:15,partial overlap,8,Low
1979,P041,One-on-One,Meeting,2025-11-19 11:30 - 2025-11-19 12:00,containment,30,Medium
1980,P041,Training,Design Review,2025-11-19 13:45 - 2025-11-19 14:15,containment,30,Medium
1981,P041,Brainstorming,Code Review,2025-11-20 08:15 - 2025-11-20 08:45,containment,30,Medium
1982,P041,Training,Requirements Analysis,2025-11-15 13:16 - 2025-11-15 13:30,partial overlap,14,Low
1983,P041,Testing Acceptance,Requirements Analysis,2025-11-16 17:29 - 2025-11-16 17:30,partial overlap,1,Low
1984,P041,Code Review,Requirements Analysis,2025-11-14 11:48 - 2025-11-14 12:15,partial overlap,27,Medium
1985,P042,Product Demo,Testing Acceptance,2025-11-02 15:15 - 2025-11-02 15:30,partial overlap,15,Medium
1986,P042,Tech Sharing,Meeting,2025-11-04 09:23 - 2025-11-04 10:15,containment,52,High
1987,P042,Testing Acceptance,Testing Acceptance,2025-11-06 18:00 - 2025-11-06 18:15,partial overlap,15,Medium
1988,P042,Design Review,Deployment,2025-11-07 11:45 - 2025-11-07 12:00,partial overlap,15,Medium
1989,P042,Brainstorming,Team Building,2025-11-11 18:30 - 2025-11-11 18:45,partial overlap,15,Medium
1990,P042,Code Review,Training,2025-11-06 15:30 - 2025-11-06 16:00,containment,30,Medium
1991,P042,Requirements Analysis,Client Visit,2025-11-10 16:30 - 2025-11-10 16:45,partial overlap,15,Medium
1992,P042,Brainstorming,Design Review,2025-11-07 12:03 - 2025-11-07 12:30,partial overlap,27,Medium
1993,P042,Team Building,Design Review,2025-11-08 15:45 - 2025-11-08 16:15,containment,30,Medium
1994,P042,Design Review,Design Review,2025-11-08 16:14 - 2025-11-08 16:15,partial overlap,1,Low
1995,P042,Operations Check,Client Visit,2025-11-11 09:15 - 2025-11-11 09:30,partial overlap,15,Medium
1996,P042,Product Demo,Client Visit,2025-11-11 09:24 - 2025-11-11 09:30,partial overlap,6,Low
1997,P042,Design Review,Team Building,2025-11-08 16:14 - 2025-11-08 16:15,partial overlap,1,Low
1998,P042,Operations Check,Client Visit,2025-11-11 09:30 - 2025-11-11 09:45,partial overlap,15,Medium
1999,P042,Product Demo,Client Visit,2025-11-11 09:30 - 2025-11-11 10:00,containment,30,Medium
2000,P042,Code Review,Client Visit,2025-11-11 09:45 - 2025-11-11 10:00,partial overlap,15,Medium
2001,P042,Design Review,One-on-One,2025-11-08 17:00 - 2025-11-08 17:12,partial overlap,12,Low
2002,P042,Meeting,Tech Sharing,2025-11-15 13:15 - 2025-11-15 13:45,partial overlap,30,Medium
2003,P042,Product Demo,Operations Check,2025-11-11 09:24 - 2025-11-11 09:45,partial overlap,21,Medium
2004,P042,Code Review,Product Demo,2025-11-11 09:45 - 2025-11-11 10:17,partial overlap,32,Medium
2005,P042,Training,Client Visit,2025-11-19 16:45 - 2025-11-19 17:15,containment,30,Medium
2006,P042,Deployment,Client Visit,2025-11-19 17:11 - 2025-11-19 17:30,partial overlap,19,Medium
2007,P042,Design Review,Training,2025-11-19 12:36 - 2025-11-19 12:45,partial overlap,9,Low
2008,P042,Deployment,Training,2025-11-19 17:11 - 2025-11-19 17:15,partial overlap,4,Low
2009,P042,Client Visit,Requirements Analysis,2025-11-18 13:15 - 2025-11-18 13:30,containment,15,Medium
2010,P042,One-on-One,Design Review,2025-11-18 15:30 - 2025-11-18 15:45,containment,15,Medium
2011,P042,Requirements Analysis,Project Discussion,2025-11-21 18:30 - 2025-11-21 18:46,partial overlap,16,Medium
2012,P042,Operations Check,One-on-One,2025-11-18 15:15 - 2025-11-18 15:23,partial overlap,8,Low
2013,P042,Design Review,Requirements Analysis,2025-11-17 18:00 - 2025-11-17 18:30,containment,30,Medium
2014,P042,Requirements Analysis,Requirements Analysis,2025-11-17 18:27 - 2025-11-17 18:30,partial overlap,3,Low
2015,P042,Operations Check,Deployment,2025-11-18 14:38 - 2025-11-18 14:45,partial overlap,7,Low
2016,P042,One-on-One,Product Demo,2025-11-19 09:45 - 2025-11-19 10:00,partial overlap,15,Medium
2017,P042,Requirements Analysis,Design Review,2025-11-17 18:27 - 2025-11-17 18:45,partial overlap,18,Medium
2018,P042,Team Building,Training,2025-11-18 10:30 - 2025-11-18 10:45,containment,15,Medium
2019,P042,Client Visit,Training,2025-11-18 10:30 - 2025-11-18 11:00,full overlap,30,Medium
2020,P042,Client Visit,Team Building,2025-11-18 10:30 - 2025-11-18 10:45,containment,15,Medium
2021,P043,Testing Acceptance,Deployment,2025-11-01 14:14 - 2025-11-01 14:30,partial overlap,16,Medium
2022,P043,Client Visit,Team Building,2025-11-07 15:45 - 2025-11-07 16:15,containment,30,Medium
2023,P043,Testing Acceptance,One-on-One,2025-11-08 11:45 - 2025-11-08 12:15,partial overlap,30,Medium
2024,P043,Code Review,Training,2025-11-10 15:00 - 2025-11-10 15:23,partial overlap,23,Medium
2025,P043,Brainstorming,Training,2025-11-10 15:00 - 2025-11-10 15:14,partial overlap,14,Low
2026,P043,Tech Sharing,Brainstorming,2025-11-12 09:00 - 2025-11-12 09:45,containment,45,High
2027,P043,Design Review,Brainstorming,2025-11-12 09:12 - 2025-11-12 09:45,partial overlap,33,Medium
2028,P043,Deployment,Testing Acceptance,2025-11-09 08:54 - 2025-11-09 09:43,containment,49,High
2029,P043,Brainstorming,Meeting,2025-11-16 13:00 - 2025-11-16 13:30,containment,30,Medium
2030,P043,Code Review,Deployment,2025-11-10 14:37 - 2025-11-10 14:45,partial overlap,8,Low
2031,P043,Brainstorming,Deployment,2025-11-10 14:39 - 2025-11-10 14:45,partial overlap,6,Low
2032,P043,Design Review,Tech Sharing,2025-11-12 09:12 - 2025-11-12 09:56,containment,44,Medium
2033,P043,Client Visit,Design Review,2025-11-14 14:30 - 2025-11-14 14:45,partial overlap,15,Medium
2034,P043,Testing Acceptance,Design Review,2025-11-14 14:30 - 2025-11-14 14:45,partial overlap,15,Medium
2035,P043,Brainstorming,Design Review,2025-11-14 14:37 - 2025-11-14 14:45,partial overlap,8,Low
2036,P043,Code Review,Brainstorming,2025-11-10 14:39 - 2025-11-10 15:14,containment,35,Medium
2037,P043,Client Visit,Requirements Analysis,2025-11-18 17:00 - 2025-11-18 17:15,partial overlap,15,Medium
2038,P043,Client Visit,Requirements Analysis,2025-11-18 17:00 - 2025-11-18 17:21,partial overlap,21,Medium
2039,P043,Project Discussion,Requirements Analysis,2025-11-18 17:00 - 2025-11-18 17:14,partial overlap,14,Low
2040,P043,Testing Acceptance,Client Visit,2025-11-14 14:30 - 2025-11-14 15:00,full overlap,30,Medium
2041,P043,Brainstorming,Client Visit,2025-11-14 14:37 - 2025-11-14 15:00,partial overlap,23,Medium
2042,P043,Requirements Analysis,Client Visit,2025-11-14 14:45 - 2025-11-14 15:00,containment,15,Medium
2043,P043,Client Visit,Code Review,2025-11-19 10:00 - 2025-11-19 10:15,containment,15,Medium
2044,P043,Brainstorming,Testing Acceptance,2025-11-14 14:37 - 2025-11-14 15:00,partial overlap,23,Medium
2045,P043,Requirements Analysis,Testing Acceptance,2025-11-14 14:45 - 2025-11-14 15:00,containment,15,Medium
2046,P043,Training,Requirements Analysis,2025-11-17 11:45 - 2025-11-17 12:00,partial overlap,15,Medium
2047,P043,Brainstorming,Requirements Analysis,2025-11-14 14:45 - 2025-11-14 15:00,containment,15,Medium
2048,P043,Client Visit,Training,2025-11-17 12:01 - 2025-11-17 12:15,partial overlap,14,Low
2049,P043,Code Review,Training,2025-11-17 12:10 - 2025-11-17 12:15,partial overlap,5,Low
2050,P043,Product Demo,Brainstorming,2025-11-21 08:45 - 2025-11-21 09:00,partial overlap,15,Medium
2051,P043,Testing Acceptance,Meeting,2025-11-23 08:07 - 2025-11-23 08:30,partial overlap,23,Medium
2052,P043,One-on-One,Testing Acceptance,2025-11-23 18:14 - 2025-11-23 18:30,partial overlap,16,Medium
2053,P043,Client Visit,Client Visit,2025-11-18 16:38 - 2025-11-18 17:15,partial overlap,37,Medium
2054,P043,Project Discussion,Client Visit,2025-11-18 16:50 - 2025-11-18 17:14,containment,24,Medium
2055,P043,Client Visit,Code Review,2025-11-17 12:10 - 2025-11-17 12:28,containment,18,Medium
2056,P043,Project Discussion,Client Visit,2025-11-18 16:50 - 2025-11-18 17:14,containment,24,Medium
2057,P044,Operations Check,Training,2025-10-27 14:04 - 2025-10-27 14:25,containment,21,Medium
2058,P044,Design Review,Brainstorming,2025-11-02 16:30 - 2025-11-02 16:45,partial overlap,15,Medium
2059,P044,Training,Training,2025-11-04 15:41 - 2025-11-04 16:17,containment,36,Medium
2060,P044,Client Visit,Testing Acceptance,2025-11-08 11:45 - 2025-11-08 12:15,containment,30,Medium
2061,P044,Design Review,Product Demo,2025-11-11 12:15 - 2025-11-11 13:00,full overlap,45,High
2062,P044,Team Building,Deployment,2025-11-08 14:58 - 2025-11-08 15:15,partial overlap,17,Medium
2063,P044,Requirements Analysis,Requirements Analysis,2025-11-05 16:47 - 2025-11-05 17:15,partial overlap,28,Medium
2064,P044,Testing Acceptance,Requirements Analysis,2025-11-05 16:54 - 2025-11-05 17:15,partial overlap,21,Medium
2065,P044,Client Visit,Project Discussion,2025-11-07 15:00 - 2025-11-07 15:30,containment,30,Medium
2066,P044,Project Discussion,Tech Sharing,2025-11-12 09:00 - 2025-11-12 10:00,full overlap,60,High
2067,P044,Requirements Analysis,Code Review,2025-11-14 18:00 - 2025-11-14 18:30,partial overlap,30,Medium
2068,P044,Code Review,Code Review,2025-11-16 08:45 - 2025-11-16 09:00,partial overlap,15,Medium
2069,P044,Meeting,Code Review,2025-11-16 09:00 - 2025-11-16 09:30,containment,30,Medium
2070,P044,Requirements Analysis,Testing Acceptance,2025-11-05 16:54 - 2025-11-05 17:20,partial overlap,26,Medium
2071,P044,Operations Check,Team Building,2025-11-17 17:43 - 2025-11-17 17:45,partial overlap,2,Low
2072,P044,Code Review,One-on-One,2025-11-19 11:15 - 2025-11-19 11:30,partial overlap,15,Medium
2073,P044,Training,Code Review,2025-11-18 15:45 - 2025-11-18 16:15,containment,30,Medium
2074,P044,Team Building,Code Review,2025-11-18 16:01 - 2025-11-18 16:22,containment,21,Medium
2075,P044,Project Discussion,Code Review,2025-11-19 11:32 - 2025-11-19 11:45,partial overlap,13,Low
2076,P044,Tech Sharing,Design Review,2025-11-17 12:00 - 2025-11-17 12:15,partial overlap,15,Medium
2077,P044,One-on-One,Testing Acceptance,2025-11-18 11:45 - 2025-11-18 11:53,partial overlap,8,Low
2078,P044,Tech Sharing,One-on-One,2025-11-21 17:00 - 2025-11-21 17:15,partial overlap,15,Medium
2079,P044,Code Review,Code Review,2025-11-16 18:30 - 2025-11-16 18:45,partial overlap,15,Medium
2080,P044,Requirements Analysis,Requirements Analysis,2025-11-22 16:00 - 2025-11-22 16:15,full overlap,15,Medium
2081,P044,Tech Sharing,Deployment,2025-11-21 17:30 - 2025-11-21 17:45,containment,15,Medium
2082,P044,Team Building,Training,2025-11-18 16:01 - 2025-11-18 16:15,partial overlap,14,Low
2083,P044,Tech Sharing,Design Review,2025-11-22 17:00 - 2025-11-22 17:07,partial overlap,7,Low
2084,P044,One-on-One,Deployment,2025-11-19 09:07 - 2025-11-19 09:15,partial overlap,8,Low
2085,P044,One-on-One,Operations Check,2025-11-18 11:03 - 2025-11-18 11:32,partial overlap,29,Medium
2086,P044,Tech Sharing,Testing Acceptance,2025-11-22 16:19 - 2025-11-22 16:37,containment,18,Medium
2087,P045,One-on-One,Code Review,2025-11-06 08:36 - 2025-11-06 09:00,partial overlap,24,Medium
2088,P045,Project Discussion,Tech Sharing,2025-11-08 16:10 - 2025-11-08 16:52,containment,42,Medium
2089,P045,Team Building,Tech Sharing,2025-11-08 16:28 - 2025-11-08 17:00,containment,32,Medium
2090,P045,Code Review,Brainstorming,2025-11-10 10:15 - 2025-11-10 10:22,partial overlap,7,Low
2091,P045,Operations Check,Brainstorming,2025-11-10 10:15 - 2025-11-10 11:00,containment,45,High
2092,P045,Tech Sharing,Brainstorming,2025-11-10 10:42 - 2025-11-10 11:00,partial overlap,18,Medium
2093,P045,Team Building,Testing Acceptance,2025-11-14 15:12 - 2025-11-14 15:45,partial overlap,33,Medium
2094,P045,Operations Check,Design Review,2025-11-10 17:06 - 2025-11-10 17:22,containment,16,Medium
2095,P045,Client Visit,Design Review,2025-11-10 17:15 - 2025-11-10 17:45,containment,30,Medium
2096,P045,Design Review,Training,2025-11-13 09:45 - 2025-11-13 10:15,partial overlap,30,Medium
2097,P045,Requirements Analysis,Training,2025-11-13 10:00 - 2025-11-13 10:30,partial overlap,30,Medium
2098,P045,Design Review,Requirements Analysis,2025-11-13 10:00 - 2025-11-13 10:15,partial overlap,15,Medium
2099,P045,Code Review,Product Demo,2025-11-10 09:40 - 2025-11-10 10:00,partial overlap,20,Medium
2100,P045,Operations Check,Client Visit,2025-11-10 17:15 - 2025-11-10 17:22,partial overlap,7,Low
2101,P045,Code Review,Operations Check,2025-11-10 10:00 - 2025-11-10 10:22,partial overlap,22,Medium
2102,P045,Tech Sharing,Operations Check,2025-11-10 10:42 - 2025-11-10 11:00,partial overlap,18,Medium
2103,P045,Team Building,Project Discussion,2025-11-08 16:28 - 2025-11-08 16:52,partial overlap,24,Medium
2104,P045,Requirements Analysis,Tech Sharing,2025-11-15 12:15 - 2025-11-15 12:30,containment,15,Medium
2105,P045,Code Review,Training,2025-11-19 11:30 - 2025-11-19 11:45,containment,15,Medium
2106,P045,Client Visit,Deployment,2025-11-17 16:15 - 2025-11-17 16:30,containment,15,Medium
2107,P045,Training,Deployment,2025-11-17 16:15 - 2025-11-17 16:30,containment,15,Medium
2108,P045,Team Building,Brainstorming,2025-11-18 17:31 - 2025-11-18 17:45,partial overlap,14,Low
2109,P045,Training,Client Visit,2025-11-17 16:08 - 2025-11-17 16:45,containment,37,Medium
2110,P046,Code Review,Meeting,2025-10-27 10:27 - 2025-10-27 11:15,partial overlap,48,High
2111,P046,Tech Sharing,Requirements Analysis,2025-11-09 09:15 - 2025-11-09 09:45,containment,30,Medium
2112,P046,Operations Check,Requirements Analysis,2025-11-11 15:13 - 2025-11-11 15:43,containment,30,Medium
2113,P046,Client Visit,Requirements Analysis,2025-11-11 15:15 - 2025-11-11 15:45,partial overlap,30,Medium
2114,P046,Testing Acceptance,Operations Check,2025-11-09 12:28 - 2025-11-09 13:00,partial overlap,32,Medium
2115,P046,One-on-One,Training,2025-11-10 11:49 - 2025-11-10 12:06,containment,17,Medium
2116,P046,Deployment,Meeting,2025-11-11 08:45 - 2025-11-11 09:15,containment,30,Medium
